0 1 75.23961722390672 2 21.95449840010015 3 65.37583651472461 4 55.02726596879042 5 30.083217912982647 6 33.61547262794322 7 6.082762530298219 8 41.7612260356422 9 99.48869282486326 10 13.0 11 53.23532661682466 12 11.045361017187261 
1 0 75.23961722390672 2 65.30696746902278 3 108.4665847162157 4 33.24154027718932 5 46.04345773288535 6 44.553338819890925 7 69.35416353759881 8 78.00640999302557 9 69.02897942168927 10 87.00574693662483 11 24.596747752497688 12 76.16429609731846 
2 0 21.95449840010015 1 65.30696746902278 3 85.90692637965812 4 55.226805085936306 5 21.095023109728988 6 20.8806130178211 7 20.615528128088304 8 59.00847396772772 9 105.26157893552613 10 26.92582403567252 11 48.373546489791295 12 14.422205101855956 
3 0 65.37583651472461 1 108.4665847162157 2 85.90692637965812 4 75.43208866258443 5 81.39410298049853 6 86.76404785393545 7 65.30696746902278 8 31.400636936215164 9 84.02380615040002 10 70.178344238091 11 84.8528137423857 12 76.23647421018367 
4 0 55.02726596879042 1 33.24154027718932 2 55.226805085936306 3 75.43208866258443 5 34.713109915419565 6 37.44329045369811 7 49.040799340956916 8 45.65084884205331 9 51.478150704935004 10 68.00735254367721 11 13.038404810405298 12 60.41522986797286 
5 0 30.083217912982647 1 46.04345773288535 2 21.095023109728988 3 81.39410298049853 4 34.713109915419565 6 5.385164807134504 7 24.698178070456937 8 50.92150822589606 9 85.70297544426332 10 41.10960958218893 11 27.294688127912362 12 30.14962686336267 
6 0 33.61547262794322 1 44.553338819890925 2 20.8806130178211 3 86.76404785393545 4 37.44329045369811 5 5.385164807134504 7 28.653097563788805 8 56.302753041036986 9 88.83692925805124 10 43.73785545725808 11 28.42534080710379 12 32.0624390837628 
7 0 6.082762530298219 1 69.35416353759881 2 20.615528128088304 3 65.30696746902278 4 49.040799340956916 5 24.698178070456937 6 28.653097563788805 8 39.45883931389772 9 94.26027795418386 10 18.973665961010276 11 47.16990566028302 12 13.892443989449804 
8 0 41.7612260356422 1 78.00640999302557 2 59.00847396772772 3 31.400636936215164 4 45.65084884205331 5 50.92150822589606 6 56.302753041036986 7 39.45883931389772 9 68.9492567037528 10 51.0 11 53.907327887774215 12 52.630789467763066 
9 0 99.48869282486326 1 69.02897942168927 2 105.26157893552613 3 84.02380615040002 4 51.478150704935004 5 85.70297544426332 6 88.83692925805124 7 94.26027795418386 8 68.9492567037528 10 112.0044641967453 11 62.76941930590086 12 107.5174404457249 
10 0 13.0 1 87.00574693662483 2 26.92582403567252 3 70.178344238091 4 68.00735254367721 5 41.10960958218893 6 43.73785545725808 7 18.973665961010276 8 51.0 9 112.0044641967453 11 65.76473218982953 12 12.529964086141668 
11 0 53.23532661682466 1 24.596747752497688 2 48.373546489791295 3 84.8528137423857 4 13.038404810405298 5 27.294688127912362 6 28.42534080710379 7 47.16990566028302 8 53.907327887774215 9 62.76941930590086 10 65.76473218982953 12 56.32051136131489 
12 0 11.045361017187261 1 76.16429609731846 2 14.422205101855956 3 76.23647421018367 4 60.41522986797286 5 30.14962686336267 6 32.0624390837628 7 13.892443989449804 8 52.630789467763066 9 107.5174404457249 10 12.529964086141668 11 56.32051136131489 
