0 1 62.24146527838174 2 24.331050121192877 3 42.5440947723653 4 78.84795495128583 5 64.8459713474939 6 36.05551275463989 7 81.05553651663777 8 44.384682042344295 9 31.38470965295043 10 21.213203435596427 11 45.18849411078001 12 61.5223536610881 
1 0 62.24146527838174 2 61.00819617067857 3 75.31268153505093 4 49.76946855251722 5 47.16990566028302 6 82.13403679352427 7 26.68332812825267 8 75.7099729229908 9 87.6184911990614 10 75.6042326857432 11 41.23105625617661 12 33.24154027718932 
2 0 24.331050121192877 1 61.00819617067857 3 19.849433241279208 4 91.7877987534291 5 79.63039620647382 6 60.29925372672534 7 72.2357252334328 8 21.400934559032695 9 53.600373133029585 10 45.0111097397076 11 28.600699292150182 12 72.44998274671983 
3 0 42.5440947723653 1 75.31268153505093 2 19.849433241279208 4 110.6752004741803 5 99.02019995940222 6 77.3692445355388 7 80.89499366462674 8 2.0 9 68.18357573492314 10 61.61168720299745 11 36.05551275463989 12 91.0659101969557 
4 0 78.84795495128583 1 49.76946855251722 2 91.7877987534291 3 110.6752004741803 5 15.033296378372908 6 75.50496672405067 7 73.16419889536138 8 111.77208953938367 9 88.36288813749809 10 79.0 11 84.21995013059554 12 19.849433241279208 
5 0 64.8459713474939 1 47.16990566028302 2 79.63039620647382 3 99.02019995940222 4 15.033296378372908 6 60.63827174318213 7 73.02739212103907 8 100.26464980241042 9 73.33484846919642 10 64.00781202322104 11 75.71657678474378 12 14.0 
6 0 36.05551275463989 1 82.13403679352427 2 60.29925372672534 3 77.3692445355388 4 75.50496672405067 5 60.63827174318213 7 106.25441167311595 8 79.30952023559341 9 15.652475842498529 10 15.811388300841896 11 78.85429601486528 12 65.30696746902278 
7 0 81.05553651663777 1 26.68332812825267 2 72.2357252334328 3 80.89499366462674 4 73.16419889536138 5 73.02739212103907 6 106.25441167311595 8 80.62257748298549 9 109.65856099730654 10 97.67292357659824 11 45.12205669071391 12 59.033888572581766 
8 0 44.384682042344295 1 75.7099729229908 2 21.400934559032695 3 2.0 4 111.77208953938367 5 100.26464980241042 6 79.30952023559341 7 80.62257748298549 9 70.178344238091 10 63.56099432828282 11 36.0 12 92.11405973031478 
9 0 31.38470965295043 1 87.6184911990614 2 53.600373133029585 3 68.18357573492314 4 88.36288813749809 5 73.33484846919642 6 15.652475842498529 7 109.65856099730654 8 70.178344238091 10 12.041594578792296 11 76.55716818169282 12 75.96051605933177 
10 0 21.213203435596427 1 75.6042326857432 2 45.0111097397076 3 61.61168720299745 4 79.0 5 64.00781202322104 6 15.811388300841896 7 97.67292357659824 8 63.56099432828282 9 12.041594578792296 11 65.7875368135941 12 65.30696746902278 
11 0 45.18849411078001 1 41.23105625617661 2 28.600699292150182 3 36.05551275463989 4 84.21995013059554 5 75.71657678474378 6 78.85429601486528 7 45.12205669071391 8 36.0 9 76.55716818169282 10 65.7875368135941 12 64.53681120105021 
12 0 61.5223536610881 1 33.24154027718932 2 72.44998274671983 3 91.0659101969557 4 19.849433241279208 5 14.0 6 65.30696746902278 7 59.033888572581766 8 92.11405973031478 9 75.96051605933177 10 65.30696746902278 11 64.53681120105021 
